0,1,2,3,4,5,6,7,8,9,10
yogurt,dessert,,,,,,,,,
pork,whole milk,,,,,,,,,
misc. beverages,frozen meals,,,,,,,,,
other vegetables,pickled vegetables,,,,,,,,,
pip fruit,pastry,,,,,,,,,
root vegetables,cream,,,,,,,,,
sausage,sausage,frozen fish,house keeping products,,,,,,,
canned beer,grapes,bottled beer,yogurt,,,,,,,
yogurt,shopping bags,,,,,,,,,
soft cheese,coffee,,,,,,,,,
whole milk,pip fruit,,,,,,,,,
canned beer,ice cream,,,,,,,,,
curd,softener,,,,,,,,,
flower (seeds),margarine,,,,,,,,,
beef,domestic eggs,,,,,,,,,
pork,yogurt,,,,,,,,,
pastry,grapes,,,,,,,,,
turkey,whole milk,,,,,,,,,
whipped/sour cream,cake bar,,,,,,,,,
frankfurter,dessert,,,,,,,,,
pickled vegetables,hard cheese,,,,,,,,,
yogurt,UHT-milk,dessert,frozen dessert,,,,,,,
sausage,soda,pastry,flower (seeds),newspapers,,,,,,
sugar,fruit/vegetable juice,,,,,,,,,
soda,butter,,,,,,,,,
condensed milk,margarine,,,,,,,,,
ice cream,dishes,,,,,,,,,
canned fish,cling film/bags,,,,,,,,,
rolls/buns,specialty bar,,,,,,,,,
whole milk,whole milk,canned beer,Instant food products,,,,,,,
chewing gum,yogurt,,,,,,,,,
grapes,berries,brown bread,,,,,,,,
white wine,sauces,,,,,,,,,
dish cleaner,shopping bags,,,,,,,,,
frankfurter,napkins,,,,,,,,,
canned beer,yogurt,,,,,,,,,
pork,soda,,,,,,,,,
pork,pickled vegetables,,,,,,,,,
sausage,tropical fruit,,,,,,,,,
tropical fruit,pork,coffee,canned beer,shopping bags,chocolate,,,,,
citrus fruit,whole milk,,,,,,,,,
specialty cheese,brown bread,margarine,,,,,,,,
ice cream,yogurt,,,,,,,,,
bottled water,curd,domestic eggs,yogurt,newspapers,,,,,,
pip fruit,sliced cheese,fruit/vegetable juice,,,,,,,,
sausage,butter,,,,,,,,,
citrus fruit,frankfurter,salty snack,newspapers,white wine,,,,,,
other vegetables,shopping bags,specialty bar,,,,,,,,
butter,canned beer,,,,,,,,,
sausage,oil,,,,,,,,,
bottled beer,oil,,,,,,,,,
soda,dog food,,,,,,,,,
cooking chocolate,chewing gum,,,,,,,,,
brown bread,flour,,,,,,,,,
soda,other vegetables,,,,,,,,,
yogurt,curd,pastry,,,,,,,,
chewing gum,coffee,sugar,,,,,,,,
sparkling wine,soda,,,,,,,,,
whole milk,berries,,,,,,,,,
onions,chicken,,,,,,,,,
beef,other vegetables,bottled water,,,,,,,,
hamburger meat,root vegetables,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
curd,whole milk,,,,,,,,,
tropical fruit,butter milk,,,,,,,,,
ice cream,soda,,,,,,,,,
beef,whipped/sour cream,,,,,,,,,
whole milk,salty snack,,,,,,,,,
yogurt,soda,yogurt,,,,,,,,
pork,liquor,,,,,,,,,
root vegetables,sausage,hamburger meat,rum,house keeping products,,,,,,
fruit/vegetable juice,ice cream,,,,,,,,,
whole milk,yogurt,long life bakery product,,,,,,,,
root vegetables,hard cheese,,,,,,,,,
pickled vegetables,soda,chewing gum,yogurt,,,,,,,
whole milk,butter,,,,,,,,,
other vegetables,sugar,,,,,,,,,
rolls/buns,long life bakery product,,,,,,,,,
root vegetables,frozen dessert,oil,,,,,,,,
white bread,coffee,,,,,,,,,
beef,root vegetables,,,,,,,,,
turkey,UHT-milk,,,,,,,,,
sausage,pork,soda,salt,,,,,,,
frozen fruits,citrus fruit,,,,,,,,,
frankfurter,grapes,,,,,,,,,
sausage,sliced cheese,salty snack,,,,,,,,
root vegetables,other vegetables,specialty chocolate,,,,,,,,
canned beer,beef,,,,,,,,,
dishes,other vegetables,pastry,,,,,,,,
domestic eggs,butter,,,,,,,,,
bottled beer,bottled water,shopping bags,,,,,,,,
pastry,dishes,waffles,,,,,,,,
hamburger meat,toilet cleaner,rolls/buns,,,,,,,,
whole milk,salty snack,,,,,,,,,
pork,pip fruit,,,,,,,,,
citrus fruit,white bread,,,,,,,,,
ham,soda,specialty chocolate,,,,,,,,
other vegetables,other vegetables,pip fruit,specialty bar,,,,,,,
oil,frozen potato products,,,,,,,,,
rolls/buns,soft cheese,,,,,,,,,
pastry,liquor,,,,,,,,,
tropical fruit,mustard,,,,,,,,,
seasonal products,soups,,,,,,,,,
other vegetables,white bread,detergent,,,,,,,,
yogurt,other vegetables,,,,,,,,,
sausage,frozen meals,,,,,,,,,
citrus fruit,pastry,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
butter milk,other vegetables,,,,,,,,,
ham,rolls/buns,,,,,,,,,
photo/film,citrus fruit,chewing gum,,,,,,,,
soda,cake bar,,,,,,,,,
newspapers,shopping bags,,,,,,,,,
frozen fish,whole milk,,,,,,,,,
citrus fruit,candy,,,,,,,,,
sausage,curd cheese,,,,,,,,,
pork,fruit/vegetable juice,,,,,,,,,
root vegetables,sausage,brown bread,UHT-milk,sliced cheese,frozen vegetables,white bread,,,,
meat,pip fruit,yogurt,,,,,,,,
soda,processed cheese,instant coffee,,,,,,,,
beef,packaged fruit/vegetables,,,,,,,,,
pip fruit,butter,,,,,,,,,
whole milk,flour,,,,,,,,,
liver loaf,pasta,grapes,other vegetables,,,,,,,
napkins,skin care,,,,,,,,,
salt,frozen vegetables,,,,,,,,,
newspapers,frozen dessert,,,,,,,,,
root vegetables,root vegetables,processed cheese,frozen fish,,,,,,,
butter,candy,,,,,,,,,
tropical fruit,soda,butter milk,,,,,,,,
bottled water,rolls/buns,,,,,,,,,
root vegetables,waffles,whipped/sour cream,,,,,,,,
chicken,coffee,,,,,,,,,
onions,vinegar,,,,,,,,,
pip fruit,whole milk,rolls/buns,,,,,,,,
grapes,frozen vegetables,vinegar,,,,,,,,
instant coffee,berries,,,,,,,,,
other vegetables,rolls/buns,specialty cheese,,,,,,,,
whole milk,butter,,,,,,,,,
other vegetables,soda,,,,,,,,,
whole milk,waffles,dessert,,,,,,,,
whole milk,meat,yogurt,yogurt,yogurt,,,,,,
root vegetables,pip fruit,other vegetables,canned beer,,,,,,,
frozen meals,white bread,cereals,ready soups,,,,,,,
tropical fruit,cat food,,,,,,,,,
citrus fruit,root vegetables,,,,,,,,,
tropical fruit,fruit/vegetable juice,,,,,,,,,
turkey,packaged fruit/vegetables,,,,,,,,,
rolls/buns,margarine,,,,,,,,,
yogurt,yogurt,,,,,,,,,
frozen meals,jam,,,,,,,,,
sausage,whole milk,,,,,,,,,
hygiene articles,other vegetables,,,,,,,,,
rolls/buns,pickled vegetables,chocolate,whole milk,,,,,,,
canned beer,grapes,,,,,,,,,
roll products ,waffles,,,,,,,,,
yogurt,frozen meals,frozen vegetables,,,,,,,,
tropical fruit,berries,,,,,,,,,
beef,whipped/sour cream,,,,,,,,,
root vegetables,frozen vegetables,pet care,,,,,,,,
chicken,bottled water,brown bread,hygiene articles,,,,,,,
pastry,bottled water,,,,,,,,,
fruit/vegetable juice,onions,,,,,,,,,
bottled water,shopping bags,shopping bags,,,,,,,,
bottled water,hamburger meat,pastry,,,,,,,,
cat food,soda,yogurt,margarine,,,,,,,
root vegetables,soda,coffee,,,,,,,,
chicken,pastry,,,,,,,,,
chicken,rolls/buns,other vegetables,margarine,,,,,,,
newspapers,bottled beer,,,,,,,,,
chocolate,root vegetables,,,,,,,,,
whole milk,bottled beer,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
other vegetables,pot plants,yogurt,salty snack,,,,,,,
soda,bottled water,whipped/sour cream,,,,,,,,
rolls/buns,bottled water,,,,,,,,,
artif. sweetener,sugar,,,,,,,,,
sausage,rolls/buns,pot plants,snack products,,,,,,,
chicken,grapes,,,,,,,,,
curd,whipped/sour cream,margarine,,,,,,,,
spread cheese,cooking chocolate,,,,,,,,,
soda,ham,,,,,,,,,
tropical fruit,whole milk,whole milk,,,,,,,,
red/blush wine,butter,soda,,,,,,,,
hamburger meat,margarine,,,,,,,,,
chicken,margarine,,,,,,,,,
other vegetables,white bread,soft cheese,,,,,,,,
curd,whole milk,bottled water,,,,,,,,
semi-finished bread,tropical fruit,,,,,,,,,
meat,citrus fruit,chocolate,pastry,rolls/buns,,,,,,
whipped/sour cream,pot plants,,,,,,,,,
fish,whole milk,,,,,,,,,
root vegetables,brown bread,,,,,,,,,
margarine,chocolate,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
herbs,seasonal products,pastry,yogurt,,,,,,,
whole milk,cocoa drinks,,,,,,,,,
pip fruit,male cosmetics,,,,,,,,,
pastry,citrus fruit,,,,,,,,,
frankfurter,citrus fruit,margarine,,,,,,,,
meat,rolls/buns,soda,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
yogurt,margarine,,,,,,,,,
pork,whole milk,,,,,,,,,
domestic eggs,vinegar,chocolate,,,,,,,,
soda,shopping bags,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
misc. beverages,other vegetables,rolls/buns,brown bread,,,,,,,
herbs,chocolate,,,,,,,,,
chicken,soda,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
citrus fruit,frozen vegetables,,,,,,,,,
frozen meals,soups,,,,,,,,,
whole milk,hygiene articles,,,,,,,,,
specialty chocolate,domestic eggs,,,,,,,,,
domestic eggs,soda,,,,,,,,,
root vegetables,frozen vegetables,,,,,,,,,
citrus fruit,dessert,,,,,,,,,
white bread,domestic eggs,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
whole milk,grapes,,,,,,,,,
coffee,pastry,,,,,,,,,
tropical fruit,popcorn,,,,,,,,,
chewing gum,bottled water,,,,,,,,,
frankfurter,beverages,beef,whole milk,other vegetables,rolls/buns,softener,vinegar,white bread,,
rolls/buns,pip fruit,,,,,,,,,
soda,dessert,dishes,sugar,,,,,,,
whole milk,soda,mayonnaise,,,,,,,,
salt,citrus fruit,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
frankfurter,hard cheese,,,,,,,,,
frozen vegetables,brown bread,rolls/buns,,,,,,,,
frankfurter,tropical fruit,,,,,,,,,
dog food,pastry,,,,,,,,,
whole milk,bottled beer,,,,,,,,,
root vegetables,rolls/buns,,,,,,,,,
curd,other vegetables,,,,,,,,,
other vegetables,brown bread,,,,,,,,,
berries,coffee,margarine,,,,,,,,
pip fruit,newspapers,,,,,,,,,
photo/film,chewing gum,,,,,,,,,
soft cheese,cat food,,,,,,,,,
margarine,bathroom cleaner,,,,,,,,,
chocolate,whole milk,yogurt,,,,,,,,
root vegetables,domestic eggs,,,,,,,,,
sausage,bottled water,,,,,,,,,
soda,roll products ,,,,,,,,,
misc. beverages,spread cheese,,,,,,,,,
pork,turkey,pot plants,whole milk,soda,dishes,,,,,
other vegetables,cream cheese ,,,,,,,,,
sausage,butter,bottled water,,,,,,,,
oil,shopping bags,,,,,,,,,
root vegetables,packaged fruit/vegetables,,,,,,,,,
sausage,newspapers,,,,,,,,,
newspapers,cream,,,,,,,,,
root vegetables,butter,,,,,,,,,
whole milk,bottled water,,,,,,,,,
bottled beer,fruit/vegetable juice,,,,,,,,,
other vegetables,red/blush wine,,,,,,,,,
citrus fruit,brown bread,,,,,,,,,
yogurt,sausage,whole milk,shopping bags,white bread,dog food,baking powder,sliced cheese,,,
whipped/sour cream,other vegetables,,,,,,,,,
root vegetables,coffee,,,,,,,,,
long life bakery product,bottled beer,,,,,,,,,
hygiene articles,coffee,,,,,,,,,
packaged fruit/vegetables,other vegetables,,,,,,,,,
hard cheese,yogurt,,,,,,,,,
hamburger meat,pasta,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
rolls/buns,soda,,,,,,,,,
pastry,canned beer,,,,,,,,,
specialty chocolate,brown bread,,,,,,,,,
rolls/buns,domestic eggs,coffee,,,,,,,,
citrus fruit,beef,coffee,,,,,,,,
whipped/sour cream,oil,,,,,,,,,
hamburger meat,detergent,flour,,,,,,,,
tropical fruit,white bread,,,,,,,,,
sausage,hamburger meat,newspapers,,,,,,,,
grapes,other vegetables,,,,,,,,,
beef,sugar,root vegetables,frozen vegetables,,,,,,,
dessert,napkins,,,,,,,,,
organic sausage,other vegetables,,,,,,,,,
other vegetables,red/blush wine,,,,,,,,,
cream cheese ,cleaner,,,,,,,,,
butter,long life bakery product,pickled vegetables,,,,,,,,
rolls/buns,napkins,newspapers,,,,,,,,
bottled beer,bottled water,,,,,,,,,
soda,other vegetables,,,,,,,,,
pastry,photo/film,,,,,,,,,
chicken,salty snack,,,,,,,,,
fruit/vegetable juice,domestic eggs,,,,,,,,,
curd,meat,yogurt,whipped/sour cream,,,,,,,
whole milk,tropical fruit,,,,,,,,,
yogurt,cookware,,,,,,,,,
newspapers,sausage,,,,,,,,,
whole milk,berries,yogurt,,,,,,,,
ice cream,hamburger meat,shopping bags,whole milk,soft cheese,,,,,,
canned beer,yogurt,white bread,,,,,,,,
white wine,specialty bar,,,,,,,,,
pork,waffles,tropical fruit,pork,canned beer,whipped/sour cream,newspapers,cream cheese ,,,
hard cheese,mayonnaise,,,,,,,,,
other vegetables,pastry,,,,,,,,,
specialty bar,domestic eggs,,,,,,,,,
root vegetables,pet care,,,,,,,,,
other vegetables,bottled beer,cleaner,,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
bottled water,hygiene articles,,,,,,,,,
chocolate,ice cream,,,,,,,,,
onions,curd,,,,,,,,,
fruit/vegetable juice,soft cheese,,,,,,,,,
curd,bottled water,tropical fruit,other vegetables,,,,,,,
butter,dessert,,,,,,,,,
oil,misc. beverages,,,,,,,,,
sausage,UHT-milk,,,,,,,,,
sausage,onions,misc. beverages,,,,,,,,
beef,whole milk,canned vegetables,,,,,,,,
butter,cat food,roll products ,,,,,,,,
white bread,root vegetables,,,,,,,,,
frankfurter,yogurt,waffles,,,,,,,,
soda,newspapers,,,,,,,,,
dish cleaner,whole milk,flower (seeds),flour,chewing gum,dog food,,,,,
citrus fruit,sauces,,,,,,,,,
whole milk,curd,,,,,,,,,
whole milk,frozen meals,,,,,,,,,
bottled water,seasonal products,,,,,,,,,
pastry,chewing gum,,,,,,,,,
candles,rolls/buns,other vegetables,rolls/buns,,,,,,,
bottled water,salty snack,,,,,,,,,
Instant food products,specialty chocolate,,,,,,,,,
tropical fruit,salty snack,,,,,,,,,
dessert,dog food,newspapers,,,,,,,,
frankfurter,yogurt,cat food,,,,,,,,
yogurt,mustard,,,,,,,,,
whole milk,pip fruit,tropical fruit,soda,,,,,,,
newspapers,candy,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
citrus fruit,rolls/buns,brandy,candy,,,,,,,
root vegetables,whole milk,,,,,,,,,
berries,soda,,,,,,,,,
UHT-milk,other vegetables,,,,,,,,,
white wine,pastry,hard cheese,coffee,hygiene articles,,,,,,
soda,flour,cocoa drinks,,,,,,,,
other vegetables,yogurt,whipped/sour cream,napkins,,,,,,,
butter milk,shopping bags,,,,,,,,,
root vegetables,frozen vegetables,,,,,,,,,
misc. beverages,coffee,,,,,,,,,
other vegetables,soda,,,,,,,,,
bottled water,dessert,,,,,,,,,
newspapers,whole milk,,,,,,,,,
bottled water,whole milk,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
yogurt,sliced cheese,,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
chicken,berries,whipped/sour cream,,,,,,,,
bottled water,yogurt,seasonal products,,,,,,,,
bottled beer,domestic eggs,brown bread,chewing gum,,,,,,,
other vegetables,whole milk,,,,,,,,,
other vegetables,spread cheese,,,,,,,,,
beef,shopping bags,pickled vegetables,,,,,,,,
whole milk,candy,,,,,,,,,
bottled beer,whole milk,,,,,,,,,
hard cheese,rolls/buns,white wine,,,,,,,,
brown bread,napkins,,,,,,,,,
pork,whole milk,,,,,,,,,
rolls/buns,grapes,shopping bags,,,,,,,,
hamburger meat,white wine,,,,,,,,,
chicken,other vegetables,,,,,,,,,
other vegetables,chocolate marshmallow,,,,,,,,,
citrus fruit,canned beer,,,,,,,,,
grapes,whipped/sour cream,,,,,,,,,
sausage,bottled beer,,,,,,,,,
other vegetables,napkins,,,,,,,,,
canned beer,brandy,waffles,cat food,dishes,light bulbs,,,,,
whole milk,shopping bags,,,,,,,,,
other vegetables,napkins,,,,,,,,,
bottled beer,curd,kitchen towels,,,,,,,,
root vegetables,curd,,,,,,,,,
sausage,pork,,,,,,,,,
pastry,meat,,,,,,,,,
tropical fruit,dessert,,,,,,,,,
chicken,fruit/vegetable juice,,,,,,,,,
bottled beer,canned vegetables,,,,,,,,,
berries,curd,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
fruit/vegetable juice,canned vegetables,,,,,,,,,
whole milk,condensed milk,,,,,,,,,
tea,coffee,,,,,,,,,
whole milk,canned beer,,,,,,,,,
sausage,other vegetables,,,,,,,,,
bottled beer,shopping bags,,,,,,,,,
salty snack,frozen vegetables,,,,,,,,,
hamburger meat,sausage,frankfurter,soda,root vegetables,coffee,chewing gum,pastry,,,
nut snack,bottled beer,,,,,,,,,
sausage,bottled beer,onions,other vegetables,soda,,,,,,
chicken,yogurt,UHT-milk,root vegetables,yogurt,hard cheese,semi-finished bread,frozen potato products,,,
soda,napkins,,,,,,,,,
pastry,soda,semi-finished bread,white bread,,,,,,,
hamburger meat,whipped/sour cream,,,,,,,,,
brown bread,liquor,,,,,,,,,
misc. beverages,fruit/vegetable juice,,,,,,,,,
soda,beverages,,,,,,,,,
pastry,vinegar,salty snack,,,,,,,,
domestic eggs,other vegetables,,,,,,,,,
tropical fruit,onions,,,,,,,,,
herbs,packaged fruit/vegetables,,,,,,,,,
sparkling wine,bottled water,,,,,,,,,
flour,tropical fruit,,,,,,,,,
soda,domestic eggs,,,,,,,,,
bottled water,napkins,pastry,,,,,,,,
hygiene articles,root vegetables,soda,pastry,,,,,,,
butter milk,bottled beer,soda,,,,,,,,
hamburger meat,bottled water,,,,,,,,,
other vegetables,citrus fruit,,,,,,,,,
pork,brown bread,bottled beer,shopping bags,,,,,,,
sausage,pastry,,,,,,,,,
root vegetables,frozen vegetables,,,,,,,,,
whole milk,whipped/sour cream,long life bakery product,,,,,,,,
tropical fruit,napkins,long life bakery product,,,,,,,,
sausage,root vegetables,,,,,,,,,
pip fruit,curd,specialty bar,beverages,sausage,soft cheese,rolls/buns,yogurt,other vegetables,curd,newspapers
canned beer,detergent,root vegetables,root vegetables,butter milk,,,,,,
chicken,whole milk,,,,,,,,,
shopping bags,margarine,,,,,,,,,
photo/film,whole milk,shopping bags,,,,,,,,
beef,whole milk,,,,,,,,,
root vegetables,canned beer,,,,,,,,,
pip fruit,soda,detergent,,,,,,,,
chocolate,butter,,,,,,,,,
yogurt,pastry,,,,,,,,,
misc. beverages,other vegetables,specialty chocolate,,,,,,,,
soda,frozen potato products,white wine,,,,,,,,
butter,baking powder,brown bread,,,,,,,,
onions,pork,rolls/buns,vinegar,,,,,,,
pip fruit,rolls/buns,specialty chocolate,,,,,,,,
tropical fruit,waffles,,,,,,,,,
root vegetables,specialty chocolate,,,,,,,,,
fruit/vegetable juice,hamburger meat,soft cheese,specialty chocolate,bottled water,,,,,,
root vegetables,bottled water,,,,,,,,,
specialty bar,domestic eggs,,,,,,,,,
whole milk,tropical fruit,,,,,,,,,
frozen vegetables,yogurt,shopping bags,,,,,,,,
citrus fruit,whole milk,rolls/buns,,,,,,,,
sweet spreads,berries,butter milk,pip fruit,soda,other vegetables,fruit/vegetable juice,whole milk,,,
citrus fruit,bottled water,,,,,,,,,
rolls/buns,cream cheese ,margarine,,,,,,,,
sausage,herbs,,,,,,,,,
berries,packaged fruit/vegetables,tidbits,,,,,,,,
pip fruit,newspapers,fruit/vegetable juice,,,,,,,,
soda,brandy,,,,,,,,,
tropical fruit,domestic eggs,,,,,,,,,
napkins,sugar,,,,,,,,,
soda,soda,,,,,,,,,
UHT-milk,skin care,,,,,,,,,
chicken,soda,packaged fruit/vegetables,,,,,,,,
yogurt,sugar,,,,,,,,,
misc. beverages,pork,domestic eggs,sparkling wine,whipped/sour cream,semi-finished bread,,,,,
soda,candy,,,,,,,,,
margarine,yogurt,,,,,,,,,
sausage,whole milk,,,,,,,,,
white bread,dog food,potato products,,,,,,,,
pip fruit,tropical fruit,shopping bags,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
beef,mayonnaise,,,,,,,,,
berries,root vegetables,bottled water,,,,,,,,
canned beer,pip fruit,frozen vegetables,dessert,canned vegetables,,,,,,
canned beer,root vegetables,,,,,,,,,
root vegetables,pet care,,,,,,,,,
bottled water,ice cream,,,,,,,,,
frankfurter,sliced cheese,,,,,,,,,
root vegetables,domestic eggs,,,,,,,,,
hamburger meat,soft cheese,,,,,,,,,
specialty bar,newspapers,,,,,,,,,
yogurt,bottled water,berries,,,,,,,,
bottled beer,bottled water,whipped/sour cream,sugar,,,,,,,
frankfurter,hamburger meat,,,,,,,,,
pastry,red/blush wine,,,,,,,,,
chicken,frozen vegetables,,,,,,,,,
whole milk,onions,,,,,,,,,
white wine,brown bread,,,,,,,,,
root vegetables,frozen potato products,,,,,,,,,
sausage,butter milk,beverages,,,,,,,,
bottled water,yogurt,,,,,,,,,
brown bread,salt,,,,,,,,,
misc. beverages,pet care,,,,,,,,,
pork,beverages,brown bread,Instant food products,margarine,,,,,,
pip fruit,salty snack,pastry,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
red/blush wine,whipped/sour cream,specialty cheese,abrasive cleaner,,,,,,,
turkey,whipped/sour cream,butter,,,,,,,,
specialty cheese,yogurt,,,,,,,,,
sausage,soda,,,,,,,,,
bottled water,frozen chicken,,,,,,,,,
hamburger meat,pastry,flour,,,,,,,,
beef,oil,,,,,,,,,
other vegetables,pot plants,vinegar,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
sausage,whole milk,,,,,,,,,
tropical fruit,hygiene articles,,,,,,,,,
soda,soda,,,,,,,,,
pork,sliced cheese,,,,,,,,,
butter,butter milk,,,,,,,,,
pastry,cream cheese ,,,,,,,,,
citrus fruit,spread cheese,,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,
cat food,coffee,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
canned beer,dessert,fruit/vegetable juice,,,,,,,,
other vegetables,bottled beer,,,,,,,,,
hygiene articles,yogurt,,,,,,,,,
soda,semi-finished bread,,,,,,,,,
citrus fruit,long life bakery product,,,,,,,,,
sausage,whipped/sour cream,waffles,,,,,,,,
beef,canned beer,,,,,,,,,
frozen dessert,detergent,,,,,,,,,
pip fruit,soda,,,,,,,,,
cream cheese ,newspapers,,,,,,,,,
onions,cat food,white wine,,,,,,,,
frankfurter,specialty cheese,soft cheese,,,,,,,,
tropical fruit,whipped/sour cream,canned vegetables,,,,,,,,
whole milk,soda,yogurt,,,,,,,,
soda,soda,,,,,,,,,
liquor (appetizer),candy,misc. beverages,,,,,,,,
tropical fruit,whipped/sour cream,,,,,,,,,
pork,tropical fruit,pip fruit,brown bread,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
salty snack,beef,,,,,,,,,
shopping bags,cake bar,,,,,,,,,
tropical fruit,whipped/sour cream,,,,,,,,,
whole milk,pork,whole milk,whole milk,,,,,,,
root vegetables,UHT-milk,nuts/prunes,frankfurter,misc. beverages,whole milk,cream cheese ,canned fish,,,
